,timestamp,open,high,low,close,volume
0,1998-12-22,13.527403004622602,13.572736124611286,13.454870012640713,13.500203132629395,15200
1,1998-12-23,13.545536839334588,13.781269073486328,13.527403590553686,13.781269073486328,67800
2,1998-12-24,13.817540721287804,13.817540721287804,13.690607932509568,13.708741188049316,12300
3,1998-12-28,13.781270727198175,13.781270727198175,13.54553846475926,13.636204719543457,13500
4,1998-12-29,13.672468676388146,13.772201538085938,13.54553594331823,13.772201538085938,22000
5,1998-12-30,13.763134928310619,13.763134928310619,13.554602580911974,13.563669204711914,21800
6,1998-12-31,13.54554271697998,13.54554271697998,13.473009690383032,13.54554271697998,13000
7,1999-01-04,13.509269587880242,13.781268304414743,13.509269587880242,13.536469459533691,28600
8,1999-01-05,13.618069415622287,13.618069415622287,13.445803557501899,13.463936805725098,42700
9,1999-01-06,13.61806924961692,13.92633446565352,13.527403009606154,13.908201217651367,56400
10,1999-01-07,13.90820630516347,13.917272932481048,13.68154062222404,13.84473991394043,72600
11,1999-01-08,13.92633446565352,14.252732929692275,13.56366950561046,13.908201217651367,421100
12,1999-01-11,13.781271646189136,13.799404898355174,13.599939124528753,13.645272254943848,35000
13,1999-01-12,13.636205696383952,13.69060545315144,13.418606669313995,13.436739921569824,89200
14,1999-01-13,13.201006714285235,13.45487222802149,13.164740212322913,13.237273216247559,42400
15,1999-01-14,13.20101280851737,13.273545845926808,12.983413696289062,12.983413696289062,70000
16,1999-01-15,13.092207469179346,13.201006977233467,13.028741089481107,13.182873725891113,10700
17,1999-01-19,13.237273479918175,13.237273479918175,13.074074217836992,13.182873725891113,12800
18,1999-01-20,13.110345074604684,13.237277876156874,13.065011931193188,13.074078559875488,15800
19,1999-01-21,13.074074217836992,13.291673233945236,13.055940966494639,13.182873725891113,23900
20,1999-01-22,13.201006370955978,13.237272871975087,13.092206867898648,13.110340118408203,19300
21,1999-01-25,13.164740916434418,13.164740916434418,12.983408396924302,13.092207908630371,18200
22,1999-01-26,13.110337929625612,13.110337929625612,12.856472464874908,12.965271949768066,25700
23,1999-01-27,12.983410202200256,12.983410202200256,12.693278130642708,12.729544639587402,37100
24,1999-01-28,12.765802858893714,12.765802858893714,12.548203946526208,12.657003402709961,30800
25,1999-01-29,12.584470431920792,12.657003402709961,12.439404490342454,12.657003402709961,18600
26,1999-02-01,12.657007816386464,12.693274314427686,12.530075073242188,12.530075073242188,23100
27,1999-02-02,12.548210144042969,12.657009653962415,12.493810389083244,12.548210144042969,26500
28,1999-02-03,12.620744575888423,12.910876635104248,12.620744575888423,12.838343620300293,29400
29,1999-02-04,12.838343261332994,12.947142780496833,12.802076754945048,12.910876274108887,26000
30,1999-02-05,12.947137308902429,13.309802219515941,12.874604326779725,13.27353572845459,66000
31,1999-02-08,13.327940320068935,13.454873085021973,13.309807067932786,13.454873085021973,31100
32,1999-02-09,13.473011497612838,13.473011497612838,13.20101261138916,13.20101261138916,64300
33,1999-02-10,13.255406467228719,13.382339224096846,13.164740212322913,13.237273216247559,69300
34,1999-02-11,13.18287973641032,13.18287973641032,12.92901410187147,13.128479957580566,216800
35,1999-02-12,12.983403780228329,13.128469744253225,12.856471061706543,12.856471061706543,242300
36,1999-02-16,12.95620529624549,13.01967166228728,12.638873466036538,12.765806198120117,36600
37,1999-02-17,12.693272841028024,12.820205569438304,12.620739853365007,12.638873100280762,41700
38,1999-02-18,12.62074728380457,12.747680086946282,12.493814480662857,12.67514705657959,83000
39,1999-02-19,12.729545283146042,12.747678538535139,12.493812963087782,12.602612495422363,130300
40,1999-02-22,12.693278130642708,12.765811148532094,12.584478603808629,12.729544639587402,79500
41,1999-02-23,12.765812665566632,12.820212435448308,12.620746612548828,12.620746612548828,309600
42,1999-02-24,12.657004762349535,12.820203964156335,12.566338539123535,12.566338539123535,34500
43,1999-02-25,12.557281116230916,12.711413808632306,12.54821448726613,12.629814147949219,44600
44,1999-02-26,12.675142905615658,12.765809163881864,12.548210144042969,12.548210144042969,24900
45,1999-03-01,12.575413543116436,12.584480171482058,12.385014347438394,12.421280860900879,13300
46,1999-03-02,12.43940609394625,12.49380582905097,12.239940398562272,12.294340133666992,55100
47,1999-03-03,12.403139337316736,12.620738273059136,12.312473114090738,12.566338539123535,103300
48,1999-03-04,12.675147172136228,13.092212100547004,12.675147172136228,13.019679069519043,90400
49,1999-03-05,13.346073549574399,13.3642068016798,13.128474524309599,13.264473915100098,92700
50,1999-03-08,13.33700694613701,13.491139589294269,13.282607189728564,13.454873085021973,107600
51,1999-03-09,13.309809684753418,13.527408753169004,13.255409917649521,13.309809684753418,79000
52,1999-03-10,13.364203054880358,14.107666182763797,13.364203054880358,14.071399688720703,1733800
53,1999-03-11,14.50660540763729,14.651671461713661,14.071407245408171,14.270873069763184,909000
54,1999-03-12,14.434065886906216,14.542865378516062,14.071400914873397,14.216466903686523,604300
55,1999-03-15,14.252734880520935,14.289001381489182,13.935402997048778,14.10766887664795,523000
56,1999-03-16,13.980745969816697,14.107678812603618,13.926346180050873,14.03514575958252,273300
57,1999-03-17,14.107673118937226,14.41593846986516,14.071406607063352,14.397805213928223,362800
58,1999-03-18,14.651666033920364,14.687932534004325,14.470333533500558,14.579133033752441,332600
59,1999-03-19,14.704339709287934,14.722538149522201,14.340370904602588,14.431363105773926,260400
60,1999-03-22,14.55874909135632,14.631542836813102,14.40406238226066,14.52235221862793,165000
61,1999-03-23,14.413159876453634,14.413159876453634,14.12198492945457,14.267572402954102,137900
62,1999-03-24,14.340378438509427,14.394973787894616,14.067401691583488,14.194790840148926,61100
63,1999-03-25,14.15838643047206,14.30397395160802,14.0127989093361,14.231180191040039,166500
64,1999-03-26,14.376771064719769,14.485961731034097,14.24938195401972,14.413167953491211,44700
65,1999-03-29,14.777134991395094,14.959119412471388,14.758936549287464,14.813531875610352,84400
66,1999-03-30,14.722538452721357,14.740736893330409,14.50415716541276,14.54055404663086,60800
67,1999-03-31,14.649743106798416,14.667941545440403,14.322171211242676,14.322171211242676,67000
68,1999-04-01,14.340376769010044,14.358575216686452,14.149293068407752,14.303979873657227,22000
69,1999-04-05,14.303977402396823,14.704343182107676,14.303977402396823,14.649747848510742,58400
70,1999-04-06,14.613351552668897,14.631549997939967,14.394970209416062,14.50416088104248,42600
71,1999-04-07,14.485953414394828,14.50415184833251,14.249373773204963,14.358564376831055,836400
72,1999-04-08,14.422267877322668,14.667946888482106,14.367672541509458,14.50416088104248,852300
73,1999-04-09,14.513252803257533,14.849923871420874,14.495054367140595,14.777130126953125,52400
74,1999-04-12,14.704339528725024,14.995514568897796,14.704339528725024,14.886323928833008,62500
75,1999-04-13,14.795335000410512,14.986418662777439,14.795335000410512,14.868128776550293,67800
76,1999-04-14,14.849925044743987,14.940917232518155,14.686139106750488,14.686139106750488,27000
77,1999-04-15,14.777132609677711,15.395879541610029,14.777132609677711,15.32308578491211,259400
78,1999-04-16,15.486874696229748,15.814446663952587,15.359485597670867,15.805347442626953,88500
79,1999-04-19,16.233007237908513,16.505983817021324,15.978229097403222,15.996427536010742,245500
80,1999-04-20,16.051025033410575,16.051025033410575,15.586964785845982,15.74165153503418,386400
81,1999-04-21,15.650660129779942,15.759850781848174,15.35948505759799,15.505072593688965,181200
82,1999-04-22,15.468675015019436,15.778048515319824,15.28669060307803,15.778048515319824,395900
83,1999-04-23,15.714357757122716,15.723456979912017,15.45957951902229,15.577869415283203,16300
84,1999-04-26,15.468673523751352,15.468673523751352,15.150200833556472,15.232093811035156,297800
85,1999-04-27,15.404969785278356,15.723442285269343,15.3958705709929,15.714343070983887,82400
86,1999-04-28,15.796248611313345,16.469591006035227,15.796248611313345,16.23301124572754,103700
87,1999-04-29,15.614265811326584,16.81536318142863,15.577868921323493,16.7243709564209,240100
88,1999-04-30,16.52418232650208,16.669769835986678,16.30580106227518,16.442289352416992,966100
89,1999-05-03,16.451385745219483,16.85175132751465,16.305798260748514,16.85175132751465,276600
